Référence	ContexteGauche	Pivot	ContexteDroit
1715_Lesage_GilBlas7	. Il dit à la supérieure qu’il	avait	ordre de me mener au corrégidor, qui était à une maison
1715_Lesage_GilBlas7	poste tirée par deux bonnes mules qu’il	avait	achetées exprès. Nous n’avions pour tout domestique qu’un valet
1715_Lesage_GilBlas7	prendre un habit de cavalier, dont il	avait	eu la précaution de se pourvoir ; et, me comptant embarquée
1715_Lesage_GilBlas7	me fit voir réellement que son économat l’	avait	mis en fonds pour longtemps, je ne le cèle pas,
1715_Lesage_GilBlas7	lui pendant deux ou trois mois. Il	avait	toujours des manières galantes, et semblait m’aimer tendrement. Néanmoins
1715_Lesage_GilBlas7	, et jusques à mes hardes, tout	avait	été emporté. Zendono et son fidèle valet avaient si bien pris
1715_Lesage_GilBlas7	une heure le dépouillement entier de la maison	avait	été fait et parfait ; en manière qu’avec le seul habit
1715_Lesage_GilBlas7	douaires. Entre autres excellentes qualités, elle	avait	celle d’être très compatissante aux malheurs des filles. Quand je
1715_Lesage_GilBlas7	d’un ton à faire juger qu’elle	avait	rencontré en son chemin quelque économe : les misérables ! il y
1715_Lesage_GilBlas7	me lever pour me rendre où elle m’	avait	enseigné qu’elle demeurait ! Elle était logée avec toute la troupe
1715_Lesage_GilBlas7	grande quantité de pierreries. Jamais Arsénie n’	avait	été dans un état plus brillant. Quel changement dans ma fortune
1715_Lesage_GilBlas7	. Mais, outre que don Louis n’	avait	plus ni père ni mère, et qu’il jouissait déjà de
1715_Lesage_GilBlas7	peut-être les plus malheureux. Si don Louis	avait	une figure tout aimable, il était en même temps si jaloux
1715_Lesage_GilBlas7	pas sur la scène. Il y en	avait	un parmi ces derniers qu’on appela devant moi Melchior. Ce
1715_Lesage_GilBlas7	tous les jours, puisque mon maître n’	avait	point de ménage. CHAPITRE IX Avec quel homme extraordinaire il soupa
1715_Lesage_GilBlas7	j’avais voulu savoir auparavant s’il n’	avait	rien à m’ordonner. J’aurai peut-être, reprit -il,
1715_Lesage_GilBlas7	donner un démenti à une fille qui n’	avait	en vue que de me faire plaisir, et qu’en quelque
1715_Lesage_GilBlas7	l’ordinaire des personnes de sa profession,	avait	coutume de se lever matin. Je la surpris à sa toilette
1715_Lesage_GilBlas7	, en me chargeant du portrait, m’	avait	gratifié d’une bourse de cinquante pistoles. Je t’en fais
1715_Lesage_GilBlas7	à mon maître de la manière dont on	avait	reçu son présent. Quoique Laure ne m’eût point donné l’
1715_Lesage_GilBlas7	d’être de belle humeur : la joie	avait	régné dans l’entretien que je venais d’avoir avec ces cavaliers
1715_Lesage_GilBlas7	du goût pour Narcisse mon épouse ; il	avait	même déjà pris jour pour venir manger de mon aloyau, lorsque
1715_Lesage_GilBlas7	château de Leyva, d’où on lui	avait	mandé que Séraphine était dangereusement malade. Je ne m’étais point
1715_Lesage_GilBlas7	plus grands rôles que ceux qu’elle m’	avait	déjà fait faire. CHAPITRE XII Gil Blas va loger dans un
1715_Lesage_GilBlas7	que cet officier, et quelle affaire l’	avait	amené à Madrid. D’abord que je fus à Madrid,
1715_Lesage_GilBlas7	manquait un bras et une jambe, il	avait	la place d’un œil couverte d’un large emplâtre de taffetas
1715_Lesage_GilBlas7	. Il me conta dans quelles occasions il	avait	laissé un œil à Naples, un bras en Lombardie et une
1715_Lesage_GilBlas7	ses campagnes, de sorte qu’il n’	avait	plus que cent ducats de rente ; ce qui suffisait à peine
1715_Lesage_GilBlas7	de ciboules et d’oignons. Aussi n’	avait	-il que la peau et les os. Pour n’avoir aucun
1715_Lesage_GilBlas7	de don Annibal, la cour n’y	avait	aucun égard ; ce qui n’engageait pas ce vieil invalide à
1715_Lesage_GilBlas7	Nous traversâmes une cour, où il y	avait	d’un côté un grand escalier qui conduisait à des appartements superbes
1715_Lesage_GilBlas7	par où nous montâmes au logement qui m’	avait	été vanté. Il consistait en une seule chambre, de laquelle
1715_Lesage_GilBlas7	, ornée de figures grossièrement sculptées. Il	avait	pour bureau, dans son cabinet, une petite table, et
1715_Lesage_GilBlas7	le donna qu’à regret, tant il	avait	d’affection pour moi. Fabrice, me dit -il, pourquoi
1715_Lesage_GilBlas7	avoir grappillé dans les petites commissions dont on	avait	chargé mon intégrité, je fus en état, en arrivant à
1715_Lesage_GilBlas7	létrilles [4], comme s’il	avait	follement entrepris d’effacer les meilleurs écrivains dans tous les genres.
1715_Lesage_GilBlas7	tête d’un recueil de comédies qu’il	avait	sous la presse. Ensuite il me demanda ce que j’en
1715_Lesage_GilBlas7	fantaisie d’entrer chez lui. Il y	avait	ordinairement bonne compagnie dans cet endroit -là. Je vis dans deux
1715_Lesage_GilBlas7	à badiner avec un gros singe qu’il	avait	auprès de lui, et qu’il appelait Cupidon. Je ne
1715_Lesage_GilBlas7	appelait Cupidon. Je ne sais pourquoi on	avait	donné le nom de ce dieu à cet animal, si ce
1715_Lesage_GilBlas7	ce n’est à cause qu’il en	avait	toute la malice ; car il ne lui ressemblait nullement d’ailleurs
1715_Lesage_GilBlas7	honnêtetés. Il envoya chercher le tailleur qui	avait	habillé toute la maison, et lui ordonna de me faire promptement
1715_Lesage_GilBlas7	lapins et de perdrix. Il n’y	avait	pas jusqu’aux marmitons qui ne se donnassent au cœur joie de
1715_Lesage_GilBlas7	pris connaissance de tout ce qu’il y	avait	dans l’office, je veux dire de l’argenterie et du
1715_Lesage_GilBlas7	avoir un espion pour découvrir s’il y	avait	de l’intelligence entre eux. Je jetai les yeux sur un
1715_Lesage_GilBlas7	achetait pour la maison ; que le Napolitain	avait	soin d’une dame qui demeurait vis-à-vis le collège de Saint-Thomas,
1715_Lesage_GilBlas7	d’espion, qu’un poste qui n’	avait	rien de solide, au lieu qu’en devenant M. l’
1715_Lesage_GilBlas7	bien vite, je soupçonnai qu’il y	avait	encore de la tricherie de ce côté -là. Effectivement, s’
1715_Lesage_GilBlas7	côté -là. Effectivement, s’il y	avait	, par exemple, douze cavaliers à la table du seigneur,
1715_Lesage_GilBlas7	cruellement, c’étaient les contradictions qu’il	avait	à essuyer de ma part toutes les fois qu’il s’agissait
1715_Lesage_GilBlas7	voulut me persuader qu’il ne me les	avait	pas tenus sérieusement. Il avait honte de m’avoir donné inutilement
1715_Lesage_GilBlas7	me les avait pas tenus sérieusement. Il	avait	honte de m’avoir donné inutilement un mauvais conseil. Je demeurai
1715_Lesage_GilBlas7	pour le voir. Ce qu’il y	avait	de plus fâcheux, c’est qu’il fallait que tous les
1715_Lesage_GilBlas7	que je parlasse, que le médecin l’	avait	expressément défendu. Quand on se porte bien, on se moque
1715_Lesage_GilBlas7	de sa figure que des drogues qu’il	avait	ordonnées. Après son départ, l’apothicaire, qui n’était
1715_Lesage_GilBlas7	rendant à l’opérant ce qu’il m’	avait	donné, je mis son habit de velours dans un bel état
1715_Lesage_GilBlas7	, m’apporter la médecine que le docteur	avait	ordonnée la veille. Outre que je me sentais mieux de moment
1715_Lesage_GilBlas7	ce que j’entendais ; il n’y	avait	pourtant rien de plus véritable. Ce seigneur, dès le second
1715_Lesage_GilBlas7	craignant que je ne mourusse chez lui,	avait	eu la bonté de me faire transporter avec mes petits effets dans
1715_Lesage_GilBlas7	dans une chambre garnie, où il m’	avait	abandonné sans façon à la Providence et aux soins d’une garde
1715_Lesage_GilBlas7	avec tant de précipitation, qu’il n’	avait	plus songé à moi, soit qu’il me comptât déjà parmi
1715_Lesage_GilBlas7	et m’apprit que c’était elle qui	avait	été chercher un médecin et un apothicaire, afin que je ne
1715_Lesage_GilBlas7	y cherchai vainement celui que le Messinois m’	avait	fait faire. Mon maître n’avait pas jugé à propos de
1715_Lesage_GilBlas7	m’avait fait faire. Mon maître n’	avait	pas jugé à propos de me le laisser, ou bien quelqu’un
1715_Lesage_GilBlas7	reste de deux cent soixante qu’il y	avait	dedans avant ma maladie. Que signifie ceci, ma bonne mère
1715_Lesage_GilBlas7	-là. On ne saurait dire combien elle	avait	dépensé en bois, en chandelle, en eau, en balais
1715_Lesage_GilBlas7	attester tous les saints qu’il n’y	avait	dans la bourse que quatre-vingts pistoles, lorsque le maître d’hôtel
1715_Lesage_GilBlas7	lorsque le maître d’hôtel du comte lui	avait	confié ma valise. Que dites -vous, ma bonne ? interrompis
1715_Lesage_GilBlas7	ciel de ce que le fripon ne m’	avait	pas tout emporté. Quelque sujet pourtant que j’eusse d’accuser
1715_Lesage_GilBlas7	, quoique j’eusse été médecin, il	avait	écrit tous les prétendus remèdes qu’il m’avait fournis dans le
1715_Lesage_GilBlas7	écrit tous les prétendus remèdes qu’il m’	avait	fournis dans le temps que j’étais sans sentiment. On pouvait
1715_Lesage_GilBlas7	même une obole. Considérant toutefois qu’il	avait	affaire à un jeune homme qui dès ce jour -là pouvait s’
1715_Lesage_GilBlas7	me quitter, pour me prouver qu’il	avait	bien gagné son argent, il me détailla les inconvénients mortels qu’
1715_Lesage_GilBlas7	il me détailla les inconvénients mortels qu’il	avait	prévenus dans ma maladie. Ce qu’il fit en fort beaux
1715_Lesage_GilBlas7	, à deux saignées abondantes qu’il m’	avait	faites, et aux ventouses qu’il avait eu l’honneur de
1715_Lesage_GilBlas7	avait faites, et aux ventouses qu’il	avait	eu l’honneur de m’appliquer. Autre plume qu’on me
1715_Lesage_GilBlas7	de fois éprouvé que la fortune ne m’	avait	pas plus tôt renversé qu’elle me relevait, je n’aurais
1715_Lesage_GilBlas9	Scipion, je lui demandai ce qu’il	avait	fait ce jour -là. Un coup de maître, me répondit
1715_Lesage_GilBlas9	mines du Pérou qu’il n’y en	avait	dans cette maison -là. Ce métal s’y offrait à la
1715_Lesage_GilBlas9	pour faire plus honneur à son repas,	avait	assemblé chez lui cinq ou six marchands, tous personnages graves et
1715_Lesage_GilBlas9	dans ceux de mon maître. S’il	avait	quelque mauvaise habitude qui fût capable de rendre votre fille malheureuse,
1715_Lesage_GilBlas9	favorable où il était pour moi. Il	avait	déjà déclaré ses volontés à sa femme et à sa fille,
1715_Lesage_GilBlas9	témoigna de la joie de ce qu’il	avait	choisi pour gendre un homme qu’elle affectionnait beaucoup, et qu’
1715_Lesage_GilBlas9	en était si aise, qu’il en	avait	la larme à l’œil. Il me serra fortement entre ses
1715_Lesage_GilBlas9	lettres patentes pour don Alphonse. Il y	avait	un grand nombre de personnes qui attendaient dans un silence respectueux que
1715_Lesage_GilBlas9	, choqués du peu d’attention qu’il	avait	pour eux, maudissaient dans leur âme la nécessité qui les obligeait
1715_Lesage_GilBlas9	de ces paroles, et voyant qu’il	avait	affaire à un homme de la première qualité, voulut s’excuser
1715_Lesage_GilBlas9	je veux dire brutalement, qu’il n’	avait	point de compte à me rendre. Je lui dis que peut-être
1715_Lesage_GilBlas9	découvert, je ne concevais pas comment il	avait	pu porter le duc de Lerme à me traiter si cruellement.
1715_Lesage_GilBlas9	qui, pour quelque raison politique, m’	avait	fait emprisonner, ainsi que les ministres en usent quelquefois avec leurs
1715_Lesage_GilBlas9	plats, dans l’un desquels il y	avait	un civet de lièvre avec beaucoup d’oignons, d’huile et
1715_Lesage_GilBlas9	s’imaginait servir un affamé, et il	avait	effectivement sujet de penser que j’allais m’empiffrer de ses ragoûts
1715_Lesage_GilBlas9	venaient sans cesse l’affliger, mon châtelain	avait	beau m’exciter à boire et vanter l’excellence de son vin
1715_Lesage_GilBlas9	moins à réfléchir sur ce que Tordesillas m’	avait	appris. Je suis donc ici, disais -je, pour avoir
1715_Lesage_GilBlas9	me devint favorable : le sommeil qui m’	avait	fui la nuit précédente vint répandre sur moi ses pavots. La
1715_Lesage_GilBlas9	je me souviens que le seigneur châtelain m’	avait	fait une belle description. Je ne trouvai pas de quoi justifier
1715_Lesage_GilBlas9	de quoi justifier ce qu’il m’en	avait	dit. L’Érêma, que je croyais du moins égal au
1715_Lesage_GilBlas9	nature, qui mêle ordinairement ses dons,	avait	doué Cogollos de beaucoup d’esprit et de valeur. C’était
1715_Lesage_GilBlas9	m’assis sur une sellette qu’il y	avait	là pour tout siège ; et lui, s’étant mis sur
1715_Lesage_GilBlas9	œillades si vives, qu’il n’y	avait	pas à s’y méprendre. Elle s’en aperçut bien ;
1715_Lesage_GilBlas9	, qui, en attendant ce mariage,	avait	la liberté de voir et d’entretenir tous les jours sa cousine
1715_Lesage_GilBlas9	; comme en effet c’était lui qui	avait	si désagréablement interrompu la sérénade. Aussi dissimulé que sa cousine,
1715_Lesage_GilBlas9	s’imaginant qu’elle y répondait, il	avait	fait cette action vigoureuse, pour montrer qu’il était moins endurant
1715_Lesage_GilBlas9	moi, à cause que le cousin Olighera	avait	eu la liberté de la voir, et tout le loisir de
1715_Lesage_GilBlas9	j’appris jusqu’à quel point sa maîtresse	avait	été sensible au malheureux succès de mon combat. Si bien que
1715_Lesage_GilBlas9	, je bénissais ma blessure, puisqu’elle	avait	de si heureuses suites pour mon amour. J’obtins du seigneur
1715_Lesage_GilBlas9	une superbe maison de plaisance que ma tante	avait	aux portes de la ville du côté de Manroi. Don George
1715_Lesage_GilBlas9	et leurs amis en étaient. On y	avait	préparé par mon ordre un concert de voix et d’instruments,
1715_Lesage_GilBlas9	, on me vint dire qu’il y	avait	dans une salle un homme qui demandait à me parler d’une
1715_Lesage_GilBlas9	c’était. Je trouvai un inconnu qui	avait	l’air d’un valet de chambre. Il me présenta un
1715_Lesage_GilBlas9	, et dis à l’homme qui m’	avait	remis la lettre : Mon ami, vous pouvez dire au cavalier
1715_Lesage_GilBlas9	Plazencia. Il me dit que dona Eleonor	avait	été plus réjouie qu’affligée d’un combat qui réparait l’affront
1715_Lesage_GilBlas9	s’étaient déjà écoulés depuis qu’elle m’	avait	perdu, et je crois que sa constance aurait toujours triomphé du
1715_Lesage_GilBlas9	à Coria recueillir une riche succession qui lui	avait	été vainement disputée par don Miguel de Caprara, son cousin,
1715_Lesage_GilBlas9	Il paraissait doux et poli, et il	avait	l’esprit du monde le plus insinuant. Il eut bientôt fait
1715_Lesage_GilBlas9	Il n’ignora pas longtemps que don George	avait	une fille dont la beauté dangereuse semblait n’enflammer les hommes que
1715_Lesage_GilBlas9	dans les intérêts du cavalier, qui l’	avait	engagée par des présents à servir son amour. Elle y employait
1715_Lesage_GilBlas9	père, avec une émotion où il y	avait	en apparence de la colère et du dépit, dit à dona
1715_Lesage_GilBlas9	une succession continuelle de plaisirs différents qu’il	avait	l’art d’inventer. Elle paraissait très contente d’un époux
1715_Lesage_GilBlas9	amour. Dona Eleonor, qui ne m’	avait	pas mandé le mariage de la fille de don George, me
1715_Lesage_GilBlas9	qu’on eût trompé dona Helena, elle	avait	raison de me parler ainsi, et elle ne pouvait me donner
1715_Lesage_GilBlas9	curiosité de savoir de quelle manière ce mariage	avait	été fait. Pour en être instruit, je résolus de m’
1715_Lesage_GilBlas9	trop tôt, si don Blas, qui	avait	été averti de notre entrevue, et qui, au lieu d’
1715_Lesage_GilBlas9	m’amener ce jeune homme, qui probablement	avait	à me dire des choses qu’il m’importait fort de savoir
1715_Lesage_GilBlas9	j’interrogeai Scipion sur l’état où il	avait	laissé mon hôtel. Vous n’avez plus d’hôtel, me
1715_Lesage_GilBlas9	Scipion comment il savait que Son Excellence n’	avait	point part à ma disgrâce. Oh ! vraiment, me répondit
1715_Lesage_GilBlas9	offris la moitié de l’argent qu’il	avait	préservé du pillage, ce qu’il refusa ; J’attends de
1715_Lesage_GilBlas9	bien affectionnés. Après le zèle que Scipion	avait	fait paraître, je ne pouvais plus voir en lui qu’un
1715_Lesage_GilBlas9	lit et qu’une table. Il y	avait	dans l’entretien de Scipion beaucoup de gaieté : on aurait pu
1715_Lesage_GilBlas9	, pour mieux cacher la part qu’il	avait	eue à l’amoureuse intrigue du prince d’Espagne ; et c’
1715_Lesage_GilBlas9	don André, désespérant de ma guérison,	avait	fait venir un religieux de Saint-François pour me disposer à bien mourir
1715_Lesage_GilBlas9	l’opinion d’une mort prochaine m’en	avait	fait concevoir ; et, rendu à moi -même, je bénis
1715_Lesage_GilBlas9	comme d’une grâce particulière qu’il m’	avait	faite ; et je pris une ferme résolution de ne plus retourner
1715_Lesage_GilBlas9	homme, qui m’apprit que le prince	avait	, non sans peine, obtenu du roi ma liberté ; ce
1715_Lesage_GilBlas9	Gabriel nos deux sacs, où il y	avait	dans chacun cinq cents doublons. Chemin faisant, mon associé me
1715_Lesage_GilBlas9	descendre à un petit hôtel garni où Scipion	avait	logé dans ses voyages, et la première chose que nous fûmes
1715_Lesage_GilBlas9	à Salero, du plaisir qu’il m’	avait	fait ; et, fort consolé d’avoir perdu sa fille,
1715_Lesage_GilBlas9	de la garde allemande chez lequel don Alphonse	avait	été élevé. Je saluai ce cavalier allemand, qui, m’
1715_Lesage_GilBlas9	où don Fernand, mon beau-frère, m’	avait	mandé que vous étiez. Après ce petit reproche, continua-t -il
1715_Lesage_GilBlas9	informé de l’obligation que sa famille m’	avait	, il me pressa d’accepter la pension ; ce que je
1721_Montesquieu_LettresPersanes1	notre art ; tu admiras jusqu’où nous	avait	emportées l’ardeur de te plaire. Mais tu fis bientôt céder
1721_Montesquieu_LettresPersanes1	, quand je vis que ma sincérité m’	avait	fait des ennemis ; que je m’étais attiré la jalousie des
1721_Montesquieu_LettresPersanes1	maison de campagne. Mais ce parti même	avait	ses inconvénients : je restais toujours exposé à la malice de mes
1721_Montesquieu_LettresPersanes1	absence de Rica ; et il n’y	avait	que Rica qui pût me consoler de la tienne. Tu nous
1721_Montesquieu_LettresPersanes1	plus qu’une philosophie subtile. Il y	avait	en Arabie un petit peuple, appelé Troglodyte, qui descendait de
1721_Montesquieu_LettresPersanes1	et si féroces, qu’il n’y	avait	parmi eux aucun principe d’équité ni de justice. Ils avaient
1721_Montesquieu_LettresPersanes1	pas de même nature : il y en	avait	d’arides et de montagneuses, et d’autres qui, dans
1721_Montesquieu_LettresPersanes1	été eux -mêmes. Un des principaux habitants	avait	une femme fort belle ; son voisin en devint amoureux, et
1721_Montesquieu_LettresPersanes1	qui, pendant que la république subsistait,	avait	eu quelque crédit. Ils allèrent à lui, et voulurent lui
1721_Montesquieu_LettresPersanes1	qui revenait de la fontaine. Il n’	avait	plus de femme, celle -là lui plut ; et elle lui
1721_Montesquieu_LettresPersanes1	c’était la femme de celui qu’il	avait	voulu prendre pour juge, et qui avait été si peu sensible
1721_Montesquieu_LettresPersanes1	avait voulu prendre pour juge, et qui	avait	été si peu sensible à son malheur : il l’enleva,
1721_Montesquieu_LettresPersanes1	l’emmena dans sa maison. Il y	avait	un homme qui possédait un champ assez fertile, qu’il cultivait
1721_Montesquieu_LettresPersanes1	, il alla chez tous ceux qu’il	avait	traités demander son salaire ; mais il ne trouva que des refus
1721_Montesquieu_LettresPersanes1	aux malheurs de la nation. Il y	avait	dans ce pays deux hommes bien singuliers : ils avaient de l’
1721_Montesquieu_LettresPersanes1	dans les mœurs ce que la nature y	avait	laissé de trop rude. Ils instituèrent des fêtes en l’honneur
1721_Montesquieu_LettresPersanes1	fâché, dit -il ; car il y	avait	une génisse toute blanche que je voulais offrir aux dieux. On
1721_Montesquieu_LettresPersanes1	, qui, outre la cause commune,	avait	encore une mort particulière à venger. Tel fut le combat de
1721_Montesquieu_LettresPersanes1	et par une longue vertu. Il n’	avait	pas voulu se trouver à cette assemblée ; il s’était retiré
1721_Montesquieu_LettresPersanes1	députés pour lui apprendre le choix qu’on	avait	fait de lui : À Dieu ne plaise, dit -il,
1721_Montesquieu_LettresPersanes1	Zufagar, cette épée d’Ali, qui	avait	deux pointes ; tu sais ce qui se passe dans les neuf
1721_Montesquieu_LettresPersanes1	Le juif Abdias Ibesalon lui demanda pourquoi Dieu	avait	défendu de manger de la chair de pourceau. Ce n’est
1721_Montesquieu_LettresPersanes1	côté me remet soudain où le premier m’	avait	pris ; et je n’ai pas fait cent pas, que
1721_Montesquieu_LettresPersanes1	s’étaient tous ligués contre lui, il	avait	dans son royaume un nombre innombrable d’ennemis invisibles qui l’entouraient
1721_Montesquieu_LettresPersanes1	vous me regardâtes comme un ennemi qui vous	avait	fait un outrage ; non pas comme un époux qui vous avait
1721_Montesquieu_LettresPersanes1	; non pas comme un époux qui vous	avait	aimée ; vous fûtes plus de trois mois que vous n’osiez
1721_Montesquieu_LettresPersanes1	te faire tenir une boîte où il y	avait	quelques présents pour toi ; tu recevras cette lettre par la même
1721_Montesquieu_LettresPersanes1	eût jamais réussi, s’il ne m’	avait	promis de se marier avec moi : un motif si légitime me
1721_Montesquieu_LettresPersanes1	me plaindre de mon tailleur, qui m’	avait	fait perdre en un instant l’attention et l’estime publique :
1721_Montesquieu_LettresPersanes1	donner une petite pension à un homme qui	avait	fui deux lieues, et un beau gouvernement à un autre qui
1721_Montesquieu_LettresPersanes1	un beau gouvernement à un autre qui en	avait	fui quatre. Il est magnifique, surtout dans ses bâtiments :
1721_Montesquieu_LettresPersanes1	, par les décrets de sa providence,	avait	résolu, dès le commencement, d’envoyer aux hommes ce grand
1721_Montesquieu_LettresPersanes1	il se mit à hurler comme si on	avait	voulu l’écorcher, et fit tant qu’il échappa de nos
1721_Montesquieu_LettresPersanes1	que modeste, sa perruque de travers n’	avait	pas même été peignée ; il n’avait pas eu le temps
1721_Montesquieu_LettresPersanes1	avait pas même été peignée ; il n’	avait	pas eu le temps de faire recoudre son pourpoint noir, et
1721_Montesquieu_LettresPersanes1	faire recoudre son pourpoint noir, et il	avait	renoncé, pour ce jour -là, aux sages précautions avec lesquelles
1721_Montesquieu_LettresPersanes1	-là, aux sages précautions avec lesquelles il	avait	coutume de déguiser le délabrement de son équipage. Levez -vous,
1721_Montesquieu_LettresPersanes1	quatre vents, dans lequel il n’y	avait	que deux ou trois douzaines de bassins de terre remplis de diverses
1721_Montesquieu_LettresPersanes1	quatre dans chaque loge. Comme la partie	avait	été faite brusquement, nous n’eûmes pas le temps d’envoyer
1721_Montesquieu_LettresPersanes1	été sur celui du Grand Mogol ; il	avait	trois ou quatre gardes avec des piques de bois ; un parasol
1721_Montesquieu_LettresPersanes1	conquérant de qui on a dit qu’il	avait	fait taire toute la terre, il croyait, lui, qu’
1721_Montesquieu_LettresPersanes1	jusques à sa ceinture de corde ; il	avait	les pieds nus ; son habit était gris, grossier et,
1721_Montesquieu_LettresPersanes2	je me divertis assez bien. Il y	avait	là des femmes de tous les âges : une de quatre-vingts ans
1721_Montesquieu_LettresPersanes2	de soixante, une de quarante, laquelle	avait	une nièce de vingt à vingt-deux. Un certain instinct me fit
1721_Montesquieu_LettresPersanes2	je suis sa tante ; mais sa mère	avait	pour le moins vingt-cinq ans plus que moi : nous n’étions
1721_Montesquieu_LettresPersanes2	on l’a esquivé comme si on l’	avait	fait exprès : J’ai quelques bons mots, qui, depuis
1721_Montesquieu_LettresPersanes2	; qui s’approprie ce qui ne lui	avait	été donné qu’en engagement, et qui agit autant qu’il
1721_Montesquieu_LettresPersanes2	avec le ciel ? Si le grand sophi	avait	à sa cour un homme qui fit à son égard ce que
1721_Montesquieu_LettresPersanes2	autre jour dans une maison où il y	avait	un cercle de gens de toute espèce : je trouvai la conversation
1721_Montesquieu_LettresPersanes2	fût : Le bel ordre qu’il y	avait	dans les finances ! Tout le monde était à son aise ;
1721_Montesquieu_LettresPersanes2	air content, un autre homme qui n’	avait	point encore parlé. La remarque est judicieuse, me dit quelqu’un
1721_Montesquieu_LettresPersanes2	entretenir avec un ecclésiastique que la curiosité y	avait	attiré comme moi. La conversation tomba sur la tranquillité de sa
1721_Montesquieu_LettresPersanes2	fus d’abord vendu à un maître qui	avait	plus de vingt femmes, ou concubines. Ayant jugé à mon
1721_Montesquieu_LettresPersanes2	presque toujours enfermées dans leurs chambres. Il	avait	une règle, qui était de les faire tenir dans une grande
1721_Montesquieu_LettresPersanes2	tenir dans une grande propreté, et il	avait	pour cela des attentions inexprimables : le moindre refus d’obéir était
1721_Montesquieu_LettresPersanes2	ont commencé par soumettre leur esprit ? Il	avait	non seulement de la fermeté, mais aussi de la pénétration :
1721_Montesquieu_LettresPersanes2	yeux de son maître sur celle qu’il	avait	en vue ; et cette distinction était la récompense de quelque secret
1721_Montesquieu_LettresPersanes2	la récompense de quelque secret révélé : il	avait	persuadé à son maître qu’il était du bon ordre qu’il
1721_Montesquieu_LettresPersanes2	en versai point, car la douleur m’	avait	rendu comme insensible. Nous arrivâmes à Tefflis ; et mon père
1721_Montesquieu_LettresPersanes2	crédit d’un de ses amis, il	avait	fait entrer ma sœur dans le beiram du roi, où elle
1721_Montesquieu_LettresPersanes2	d’une sultane. Si l’on m’	avait	appris sa mort, je n’en aurais pas été plus frappé
1721_Montesquieu_LettresPersanes2	revoir, son entrée dans le beiram l’	avait	rendue mahométane ; et elle ne pouvait plus, suivant le préjugé
1721_Montesquieu_LettresPersanes2	enverrait demander une horloge que son père lui	avait	laissée, et que j’y mettrais dedans une lime, pour
1721_Montesquieu_LettresPersanes2	sans voir personne, parce qu’elle n’	avait	pas trouvé le temps favorable. Enfin la seizième, j’entendis
1721_Montesquieu_LettresPersanes2	cette union est sainte ! La nature nous	avait	unis, notre sainte loi va nous unir encore. Enfin un
1721_Montesquieu_LettresPersanes2	un homme de robe, qui m’en	avait	prié plusieurs fois. Après avoir parlé de bien des choses,
1721_Montesquieu_LettresPersanes2	Grecques et prit de chacune ce qu’elle	avait	de plus agréable, dont il fit un tout pour ressembler à
1721_Montesquieu_LettresPersanes2	toutes les déesses. Si un homme en	avait	conclu qu’elle était blonde et brune, qu’elle avait les
1721_Montesquieu_LettresPersanes2	elle était blonde et brune, qu’elle	avait	les yeux noirs et bleus, qu’elle était douce et fière
1721_Montesquieu_LettresPersanes2	il fût légitime, un bâtard, qui	avait	déjà paru, l’avait presque étouffé dans sa naissance. Ceux
1721_Montesquieu_LettresPersanes2	bâtard, qui avait déjà paru, l’	avait	presque étouffé dans sa naissance. Ceux qui le composent n’ont
1721_Montesquieu_LettresPersanes2	âme, dégagée de tout ce qu’elle	avait	de terrestre, soit devenue moins sublime ? Toutes ces idées,
1721_Montesquieu_LettresPersanes2	, si dans cette occasion l’aveugle dévotion	avait	été écoutée. On ne sait comment la chose manqua ; ni
1721_Montesquieu_LettresPersanes2	trente-six. Sa conversation était amusante ; il	avait	un fonds tout fait de trois cent soixante-cinq contes : il possédait
1721_Montesquieu_LettresPersanes2	ville prise. Là, un homme qui	avait	fait une belle action se trouvait suffisamment récompensé par cette action même
1721_Montesquieu_LettresPersanes2	les difficultés ; mais ce qu’il y	avait	de mal, c’est que souvent le jugement se rendait entre
1721_Montesquieu_LettresPersanes2	payât de sa personne, comme s’il	avait	été lui -même en colère. Il se sentait toujours honoré d’
1721_Montesquieu_LettresPersanes2	et, comme si la cour de France	avait	eu plus à cœur la grandeur persane que lui, elle l’
1721_Montesquieu_LettresPersanes2	déclaré régent du royaume. Le feu roi	avait	fait un testament qui bornait l’autorité du régent. Ce prince
1721_Montesquieu_LettresPersanes2	liberté publique ; et, comme s’il	avait	pensé à relever de terre le temple et l’idole, il
1721_Montesquieu_LettresPersanes2	semblait chercher les miens, comme si elle	avait	voulu me dire qu’un vil marchand n’était pas digne d’
1721_Montesquieu_LettresPersanes2	. Peut-être que, si quelque homme divin	avait	orné les ouvrages de ces philosophes de paroles hautes et sublimes ;
1721_Montesquieu_LettresPersanes2	paroles hautes et sublimes ; s’il y	avait	mêlé des figures hardies et des allégories mystérieuses, il aurait fait
1721_Montesquieu_LettresPersanes2	, par un admirable caprice, Dieu y	avait	dicté les paroles, et que l’homme eût fourni les pensées
1721_Montesquieu_LettresPersanes3	distribué les richesses : si elle ne les	avait	accordées qu’aux gens de bien, on ne les aurait pas
1721_Montesquieu_LettresPersanes3	rendre la nation grave, s’il l’	avait	entrepris. Le prince imprime le caractère de son esprit à la
1721_Montesquieu_LettresPersanes3	dans cette nécessité. Mais, s’il	avait	attenté à la vie de son souverain, s’il avait voulu
