Référence	ContexteGauche	Pivot	ContexteDroit
1731_Prevost_Cleveland3_2	et ma surprise. Cependant, comme ils	continuoientà	me caresser et à m'interroger, mon attention se tourna sur
1731_Prevost_Cleveland3_2	dans leur mere ? ô dieu ! Pourquoi	permettiez	-vous que je les misse au monde ! Un homme aussi infortuné
1731_Prevost_Cleveland3_2	eurent la discrétion de cacher, je ne	sçais	par quel motif, elles en avoient assez découvert pour concevoir de
1731_Prevost_Cleveland3_2	regarde vos forces, reprit -il, je	sçais	, monsieur, ce que nous en pouvons attendre. Ne croyez
1731_Prevost_Cleveland3_2	. Nous sçavons dans quel dégré de faveurvous	étiez	auprès du roi à Rouen et à Bayonne : les services que
1731_Prevost_Cleveland3_2	ne la diminueront point. Si vous me	permettiez	de douter de quelque chose, ce seroit plûtôt de votre bonne
1731_Prevost_Cleveland3_2	à l'écouter avec plaisir. Je ne	sçais	si ce fut zéle pour ma conversion, ou simple compassion pour
1731_Prevost_Cleveland3_2	nous avertit en levant le couvert que nous	allions	voir paroître monseigneur. Quoique je ne comprisse point qui l'on
1731_Prevost_Cleveland3_2	signe honnête de reprendre les places où nous	avions	été assis. J'attendois avec impatience à quoi cette comédie devoit
1731_Prevost_Cleveland3_2	dont il s'exerce. Si vous m'	aviez	du moins consulté ! Mais non, ajoutai -je, il n'
1731_Prevost_Cleveland3_2	particulierement, pour se flatter qu'elle ne	recevroit	pas mal une lettre qu'il lui écriroit en ma faveur ;
1731_Prevost_Cleveland3_2	contraire que votre intérêt demande que vous vous	remettiez	bien avec elle, pour retrouver au plus vîte les plaisirs de
1731_Prevost_Cleveland3_2	puisqu'il est presqu'impossible que vous n'y	succombiez	pas quelque jour, vous feriez beaucoup mieux de prendre aujourd'hui mes
1731_Prevost_Cleveland3_2	ville, et qu'ayant appris que vous	étiez	une personne de distinction, j'offris de vous recevoir dans ma
1731_Prevost_Cleveland3_2	je sentois quelque douceur à penser que j'	allois	me trouver près d'elle, car Chaillot n'est gueres qu'
1731_Prevost_Cleveland3_2	espérance que ma malheureuse affaire pourroit s'y	ensevelirtout-à-fait	avant que je prisse le chemin de l'Angleterre. C'étoit
1731_Prevost_Cleveland3_2	laisser ignorer qui vous êtes, que vous	aviez	quelque chose à déméler avec lui. Mais je le connois honnête
1731_Prevost_Cleveland3_2	supposition de la mort demon épouse. Nous	pouvions	elle et moi nous dispenser de paroître lorsque madame prenoit ainsi sur
1731_Prevost_Cleveland3_2	la fortune et par l'amour. Je	sçais	, reprit -il, que vous avez essuyé des malheurs sans nombre
1731_Prevost_Cleveland3_2	la poussiere des écoles. à qui vous	adressiez	-vous ? à un protestant et à deux jansénistes ! Bon dieu
1731_Prevost_Cleveland3_2	! Bon dieu ! Dans quelles mains vous	étiez	-vous livré, et comment pouviez -vous espérer du remede où vous
1731_Prevost_Cleveland3_2	mains vous étiez -vous livré, et comment	pouviez	-vous espérer du remede où vous deviez craindre les plus grands de
1731_Prevost_Cleveland3_2	comment pouviez -vous espérer du remede où vous	deviez	craindre les plus grands de tous vos maux ! Bénissez Dieu,
1731_Prevost_Cleveland3_2	point sans doute de religion dans l'univers	quin'ait	ses principes, et qui ne puisse me les offrir ainsi rédigés
1731_Prevost_Cleveland3_2	qui tomberent sous mes yeux à peine en	trouvais	-je deux ou trois dont ma raison fut satisfaite. Quelques pensées
1731_Prevost_Cleveland3_2	plus dans cet entretien, que nous n'	avions	fait la premiere fois. Monsieur De R me demanda mon amitié
1731_Prevost_Cleveland3_2	méthodiquement le dessein de lui plaire. J'	aimais	, je le sentois avec complaisance ; tel étoit peut-être le seul
1731_Prevost_Cleveland3_3	je suis ravi du moins que vous vous	trouviez	bien d'un des quatre moyens que je vous avois proposés.
1731_Prevost_Cleveland3_3	consens, lui dis -je, que vous	appreniez	à la princesse que je me trouve beaucoup plus tranquile, et
1731_Prevost_Cleveland3_3	moins de quelque chose d'intéressant. J'	allois	lui faire des excuses de la liberté que je prenois d'interrompre
1731_Prevost_Cleveland3_3	de lui parler en particulier, je ne	sçais	si j'eusse pensé à le chercher dans l'émotion où je
1731_Prevost_Cleveland3_3	attention d'abord à la peine que j'	allois	me préparer, en contribuant à l'éloignement de Mademoiselle Cécile.
1731_Prevost_Cleveland3_3	même air dans le petit espace où nous	étions	: hélas ! De ne voir et de ne sentir qu'elle
1731_Prevost_Cleveland3_3	je ne suis pas sûre que vous m'	aimiez	, ajoûta-t -elle, en me regardant timidement, car vous ne
1731_Prevost_Cleveland3_3	porte de mon parc, par laquelle nous	pouvions	nous rendre au bâtiment solitaire, sans être apperçus. J'étois
1731_Prevost_Cleveland3_3	lui -même et à son épouse ? Je	venois	me placer sous leurs yeux. Mais c'est ce qui prouve
1731_Prevost_Cleveland3_3	apporter le matin, au lieu où nous	étions	, les commodités qui pouvoient être nécessaires à Cécile. Il se
1731_Prevost_Cleveland3_3	, que de quitter la table où nous	étions	encore assis, et de faire quelques tours dans la salle.
1731_Prevost_Cleveland3_3	quoique je la visse affecter de se cacher	entierement	le visage lorsque j'approchai, je m'assis auprès d'elle
1731_Prevost_Cleveland3_3	nous empêchoit d'exécuter le plan que nous	avions	formé en venant à ma maison. Aussi-tôt que Drink sera de
1731_Prevost_Cleveland3_3	me menaçoit, je m'écriai que j'	allois	me percer le coeur, si elle sortoit sans m'entendre.
1731_Prevost_Cleveland3_3	avec moi, et que nous les y	attendions	avec impatience. Elle lui recommanda le silence, à l'égard
1731_Prevost_Cleveland3_3	apprit de nous, que ce que nous	étions	convenus de lui dire. Cécile fit ensuite partir Drink, pour
1731_Prevost_Cleveland3_3	M De R suivant la résolution que nous	avions	prise ensemble, publioit qu'on lui avoit enlevé sa fille,
1731_Prevost_Cleveland3_3	, s'il est vrai que vous m'	aimiez	, vous pouviez encore être heureux. Elle me quitta aussi-tôt,
1731_Prevost_Cleveland3_3	est vrai que vous m'aimiez, vous	pouviez	encore être heureux. Elle me quitta aussi-tôt, pour réjoindre les
1731_Prevost_Cleveland3_3	moi. Cette nouvelle conduite, que nous	tenions	peut-être avec trop peu de précaution, acheva de lui ouvrir les
1731_Prevost_Cleveland3_3	départ étoit retardé pour quelque tems ; nous	attendions	que M De R, eût mis ordre à ses affaires,
1731_Prevost_Cleveland3_3	lui dis -je, par votre indiscrétion.	Aviez	-vous oublié de quelle maniere on m'a traité à Angers et
1731_Prevost_Cleveland3_3	c'étoit dans cette opinion qu'il l'	avait	confiée à mes soins avec si peu de reserve. Je me
1731_Prevost_Cleveland3_3	n'eûmes point d'autre explication. Nous	étions	dans une allée du parc. Il prit le chemin du bâtiment
1731_Prevost_Cleveland3_3	enseveli dans mes tristes réflexions. Comme nous	vivions	ensemble avec beaucoup de familiarité, je ne pensai pas même à
1731_Prevost_Cleveland3_3	moment sur l'amitié. Maispourquoi ne me	faisiez	-vous pas la confidence que vous avez faite à Cécile ? J'
1731_Prevost_Cleveland3_3	m'a demandé si je connoissois celle que	vousaviez	dessein d'épouser. Je lui ai répondu que je la connoissois
1731_Prevost_Cleveland3_3	assurer en votre nom, que vous lui	pardonniez	le passé. Elle paroissoit prête à me quitter. Je lui
1731_Prevost_Cleveland3_3	. Je lui ai fait entendre que ous	souhaitiez	qu'elle confirmât par écrit le consentement qu'elle m'avoit donné
1731_Prevost_Cleveland3_3	si proche. Au moment même que j'	allois	l'embrasser, je crus lui voir verser des larmes, et
1731_Prevost_Cleveland3_3	visage, et nous retirer aussi-tôt. Nous	étions	à la grille qui sépare le choeur de la nef, et
1731_Prevost_Cleveland3_3	appercevoir. Il est impossible que vous vous	figuriez	l'impétuosité avec laquelle elle s'est précipitée pour venir à eux
1731_Prevost_Cleveland3_3	récit m'a touché autant que vous l'	aviez	prévu. Je ne sai si c'est amour ou compassion ;
1731_Prevost_Cleveland3_3	ma soeur. Je m'imaginois que nous	avions	plus d'obligation à la belle Cécile, et que ses charmes
1731_Prevost_Cleveland3_3	après avoir appris de vos domestiques que vous	étiez	dans le dessein de ne voir personne aujourd'hui, mais je me
1731_Prevost_ManonLescaut1	de ma solitude, la complaisance que j'	avais	pour ma fille m'engageait quelquefois à divers petits voyages, que
1731_Prevost_ManonLescaut1	complaisance que j'avais pour ma fille m'	engageait	quelquefois à divers petits voyages, que j'abrégeais autant qu'il
1731_Prevost_ManonLescaut1	quelquefois à divers petits voyages, que j'	abrégeais	autant qu'il m'était possible. Je revenais un jour de
1731_Prevost_ManonLescaut1	, que j'abrégeais autant qu'il m'	était	possible. Je revenais un jour de Rouen, où elle m'
1731_Prevost_ManonLescaut1	autant qu'il m'était possible. Je	revenais	un jour de Rouen, où elle m'avait prié d'aller
1731_Prevost_ManonLescaut1	un jour de Rouen, où elle m'	avait	prié d'aller solliciter une affaire au parlement de Normandie pour la
1731_Prevost_ManonLescaut1	la succession de quelques terres auxquelles je lui	avais	laissé des prétentions du côté de mon grand-père maternel. Ayant repris
1731_Prevost_ManonLescaut1	tous les habitants en alarme. Ils se	précipitaient	de leurs maisons pour courir en foule à la porte d'une
1731_Prevost_ManonLescaut1	porte d'une mauvaise hôtellerie, devant laquelle	étaient	deux chariots couverts. Les chevaux, qui étaient encore attelés et
1731_Prevost_ManonLescaut1	deux chariots couverts. Les chevaux, qui	étaient	encore attelés et qui paraissaientfumants de fatigue et de chaleur, marquaient
1731_Prevost_ManonLescaut1	qui paraissaientfumants de fatigue et de chaleur,	marquaient	que ces deux voitures ne faisaient qu'arriver. Je m'arrêtai
1731_Prevost_ManonLescaut1	chaleur, marquaient que ces deux voitures ne	faisaient	qu'arriver. Je m'arrêtai un moment pour m'informer d'
1731_Prevost_ManonLescaut1	arrêtai un moment pour m'informer d'où	venait	le tumulte ; mais je tirai peu d'éclaircissement d'une populace
1731_Prevost_ManonLescaut1	éclaircissement d'une populace curieuse, qui ne	faisait	nulle attention à mes demandes, et qui s'avançait toujours vers
1731_Prevost_ManonLescaut1	attention à mes demandes, et qui s'	avançait	toujours vers l'hôtellerie, en se poussant avec beaucoup de confusion
1731_Prevost_ManonLescaut1	par les exclamations d'une vieille femme qui	sortait	de l'hôtellerie en joignant les mains, et criant que c'
1731_Prevost_ManonLescaut1	joignant les mains, et criant que c'	était	une chose barbare, une chose qui faisait horreur et compassion.
1731_Prevost_ManonLescaut1	était une chose barbare, une chose qui	faisait	horreur et compassion. - de quoi s'agit -il donc ?
1731_Prevost_ManonLescaut1	chosed'assez touchant. Parmi les douze filles qui	étaient	enchaînées six à six par le milieu du corps, il y
1731_Prevost_ManonLescaut1	le milieu du corps, il y en	avait	une dont l'air et la figure étaient si peu conformes à
1731_Prevost_ManonLescaut1	avait une dont l'air et la figure	étaient	si peu conformes à sa condition, qu'en tout autre état
1731_Prevost_ManonLescaut1	de son linge et de ses habits l'	enlaidissaient	si peu que sa vue m'inspira du respect et de la
1731_Prevost_ManonLescaut1	du respect et de la pitié. Elle	tâchait	néanmoins de se tourner, autant que sa chaîne pouvait le permettre
1731_Prevost_ManonLescaut1	de se tourner, autant que sa chaîne	pouvait	le permettre, pour dérober son visage aux yeux des spectateurs.
1731_Prevost_ManonLescaut1	yeux des spectateurs. L'effort qu'elle	faisait	pour se cacher était si naturel, qu'il paraissait venir d'
1731_Prevost_ManonLescaut1	L'effort qu'elle faisait pour se cacher	était	si naturel, qu'il paraissait venir d'un sentiment de modestie
1731_Prevost_ManonLescaut1	se cacher était si naturel, qu'il	paraissait	venir d'un sentiment de modestie. Comme les six gardes,
1731_Prevost_ManonLescaut1	modestie. Comme les six gardes, qui	accompagnaient	cette malheureuse bande étaient aussi dans la chambre, je pris le
1731_Prevost_ManonLescaut1	six gardes, qui accompagnaient cette malheureuse bande	étaient	aussi dans la chambre, je pris le chef en particulier et
1731_Prevost_ManonLescaut1	coin de la chambre où ce jeune homme	était	assis. Il paraissait enseveli dans une rêverie profonde. Je n'
1731_Prevost_ManonLescaut1	où ce jeune homme était assis. Il	paraissait	enseveli dans une rêverie profonde. Je n'ai jamais vu de
1731_Prevost_ManonLescaut1	plus vive image de la douleur. Il	était	mis fort simplement ; mais on distingue, au premier coup d'
1731_Prevost_ManonLescaut1	? Il me répondit honnêtement qu'il ne	pouvait	m'apprendre qui elle était sans se faire connaître lui -même,
1731_Prevost_ManonLescaut1	qu'il ne pouvait m'apprendre qui elle	était	sans se faire connaître lui -même, et qu'il avait de
1731_Prevost_ManonLescaut1	faire connaître lui -même, et qu'il	avait	de fortes raisons pour souhaiter de demeurer inconnu. - je puis
1731_Prevost_ManonLescaut1	permettre d'approcher d'elle. Mon dessein	était	de les attaquer ouvertement, à quelques lieues de Paris. Je
1731_Prevost_ManonLescaut1	à quelques lieues de Paris. Je m'	étais	associé quatre hommes qui m'avaient promis leur secours pour une somme
1731_Prevost_ManonLescaut1	Je m'étais associé quatre hommes qui m'	avaient	promis leur secours pour une somme considérable. Les traîtres m'ont
1731_Prevost_ManonLescaut1	les gardes s'en aperçussent, car je	jugeais	bien que, s'ils lui savaient cette somme, ils lui
1731_Prevost_ManonLescaut1	je jugeais bien que, s'ils lui	savaient	cette somme, ils lui vendraient plus chèrement leurs secours. Il
1731_Prevost_ManonLescaut1	-il d'un air embarrassé, que nous	refusions	de le laisser parler à cette fille, mais il voudrait être
1731_Prevost_ManonLescaut1	remercia, achevèrent de me persuader qu'il	était	né quelque chose et qu'il méritait ma libéralité. Je dis
1731_Prevost_ManonLescaut1	il était né quelque chose et qu'il	méritait	ma libéralité. Je dis quelques mots à sa maîtresse avant que
1731_Prevost_ManonLescaut1	apprendre à fond toutes les circonstances. J'	arrivais	de Londres à Calais, avec le marquis de..., mon
1731_Prevost_ManonLescaut1	crus apercevoir ce même jeune homme dont j'	avais	fait larencontre à Pacy. Il était en fort mauvais équipage,
1731_Prevost_ManonLescaut1	j'avais fait larencontre à Pacy. Il	était	en fort mauvais équipage, et beaucoup plus pâle que je ne
1731_Prevost_ManonLescaut1	et beaucoup plus pâle que je ne l'	avais	vu la première fois. Il portait sur le bras un vieux
1731_Prevost_ManonLescaut1	l'avais vu la première fois. Il	portait	sur le bras un vieux porte-manteau, ne faisant qu'arriver dans
1731_Prevost_ManonLescaut1	dans la ville. Cependant, comme il	avait	la physionomie trop belle pour n'être pas reconnu facilement, je
1731_Prevost_ManonLescaut1	, dis -je au marquis, que nous	abordions	ce jeune homme. Sa joie fut plus vive que toute expression
1731_Prevost_ManonLescaut1	reconnaissance ! Je lui demandai d'où il	venait	. Il me répondit qu'il arrivait, par mer, du
1731_Prevost_ManonLescaut1	il venait. Il me répondit qu'il	arrivait	, par mer, du Havre-de-Grâce, où il était revenu de
1731_Prevost_ManonLescaut1	par mer, du Havre-de-Grâce, où il	était	revenu de l'Amérique peu auparavant. - vous ne me paraissez
1731_Prevost_ManonLescaut1	réflexions et des sentiments que le jeune aventurier	exprimait	de la meilleure grâce du monde. Voici donc son récit,
1731_Prevost_ManonLescaut1	qui ne soit de lui. - j'	avais	dix-sept ans et j'achevais mes études de philosophie à Amiens,
1731_Prevost_ManonLescaut1	. - j'avais dix-sept ans et j'	achevais	mes études de philosophie à Amiens, où mes parents, qui
1731_Prevost_ManonLescaut1	des meilleures maisons de P., m'	avaient	envoyé. Je menais une vie si sage et si réglée que
1731_Prevost_ManonLescaut1	P., m'avaient envoyé. Je	menais	une vie si sage et si réglée que mes maîtres me proposaient
1731_Prevost_ManonLescaut1	sage et si réglée que mes maîtres me	proposaient	pour l'exemple du collège. Non que je fisse des efforts
1731_Prevost_ManonLescaut1	humeur naturellement douce et tranquille : je m'	appliquais	à l'étude par inclination, et l'on me comptait pour
1731_Prevost_ManonLescaut1	étude par inclination, et l'on me	comptait	pour des vertus quelques marques d'aversion naturelle pour le vice.
1731_Prevost_ManonLescaut1	de mes études et quelques agréments extérieurs m'	avaient	fait connaître et estimer de tous les honnêtes gens de la ville
1731_Prevost_ManonLescaut1	générale que monsieur l'évêque, qui y	assistait	, meproposa d'entrer dans l'état ecclésiastique, où je ne
1731_Prevost_ManonLescaut1	ecclésiastique, où je ne manquerais pas,	disait	-il, de m'attirer plus de distinction que dans l'ordre
1731_Prevost_ManonLescaut1	ordre de Malte, auquel mes parents me	destinaient	. Ils me faisaient déjà porter la croix, avec le nom
1731_Prevost_ManonLescaut1	auquel mes parents me destinaient. Ils me	faisaient	déjà porter la croix, avec le nom de chevalier des Grieux
1731_Prevost_ManonLescaut1	Grieux. Les vacances arrivant, je me	préparais	à retourner chez mon père, qui m'avait promis de m'
1731_Prevost_ManonLescaut1	à retourner chez mon père, qui m'	avait	promis de m'envoyer bientôt à l'académie. Mon seul regret
1731_Prevost_ManonLescaut1	Mon seul regret, en quittant Amiens,	était	d'y laisser un ami avec lequel j'avais toujours été tendrement
1731_Prevost_ManonLescaut1	d'y laisser un ami avec lequel j'	avais	toujours été tendrement uni. Il était de quelques années plus âgé
1731_Prevost_ManonLescaut1	j'avais toujours été tendrement uni. Il	était	de quelques années plus âgé que moi. Nous avions été élevés
1731_Prevost_ManonLescaut1	quelques années plus âgé que moi. Nous	avions	été élevés ensemble, mais, le bien de sa maison étant
1731_Prevost_ManonLescaut1	sa maison étant des plus médiocres, il	était	obligé de prendre l'état ecclésiastique et de demeurer à Amiens après
1731_Prevost_ManonLescaut1	études qui conviennent à cette profession. Il	avait	mille bonnes qualités. Vous le connaîtrez par les meilleures dans la
1731_Prevost_ManonLescaut1	toujours été sage et heureux. Si j'	avais	, du moins, profité de ses reproches dans le précipice où
1731_Prevost_ManonLescaut1	durement récompensés par un ingrat qui s'en	offensait	et qui les traitait d'importunités. J'avais marqué le temps
1731_Prevost_ManonLescaut1	ingrat qui s'en offensait et qui les	traitait	d'importunités. J'avais marqué le temps de mon départ d'
1731_Prevost_ManonLescaut1	et qui les traitait d'importunités. J'	avais	marqué le temps de mon départ d'Amiens. Hélas ! Que
1731_Prevost_ManonLescaut1	d'Amiens. Hélas ! Que ne le	marquais	-je un jour plus tôt ! J'aurais porté chez mon père
1731_Prevost_ManonLescaut1	. La veille même de celui que je	devais	quitter cette ville, étant à me promener avec mon ami,
1731_Prevost_ManonLescaut1	me promener avec mon ami, qui s'	appelait	Tiberge, nous vîmes arriver le coche d'Arras, et nous
1731_Prevost_ManonLescaut1	hôtellerie où ces voitures descendent. Nous n'	avions	pas d'autre motif que la curiosité. Il en sortit quelques
1731_Prevost_ManonLescaut1	un homme d'un âge avancé, qui	paraissait	lui servir de conducteur, s'empressait pour faire tirer son équipage
1731_Prevost_ManonLescaut1	qui paraissait lui servir de conducteur, s'	empressait	pour faire tirer son équipage des paniers. Elle me parut si
1731_Prevost_ManonLescaut1	parut si charmante que moi, qui n'	avais	jamais pensé à la différence des sexes, ni regardé une fille
1731_Prevost_ManonLescaut1	, dis -je, dont tout le monde	admirait	la sagesse et la retenue, je me trouvai enflammé tout d'
1731_Prevost_ManonLescaut1	d'un coup jusqu'au transport. J'	avais	le défaut d'être excessivement timide et facile à déconcerter ; mais
1731_Prevost_ManonLescaut1	embarrassée. Je lui demandai ce qui l'	amenait	à Amiens et si elle y avait quelques personnes de connaissance.
1731_Prevost_ManonLescaut1	l'amenait à Amiens et si elle y	avait	quelques personnes de connaissance. Elle me répondit ingénument qu'elle y
1731_Prevost_ManonLescaut1	. Elle me répondit ingénument qu'elle y	était	envoyée par ses parents pour être religieuse. L'amour me rendait
1731_Prevost_ManonLescaut1	parents pour être religieuse. L'amour me	rendait	déjà si éclairé, depuis un moment qu'il était dans mon
1731_Prevost_ManonLescaut1	si éclairé, depuis un moment qu'il	était	dans mon coeur, que je regardai ce dessein comme un coup
1731_Prevost_ManonLescaut1	lui fit comprendre mes sentiments, car elle	était	bien plus expérimentée que moi. C'était malgré elle qu'on
1731_Prevost_ManonLescaut1	était bien plus expérimentée que moi. C'	était	malgré elle qu'on l'envoyait au couvent, pour arrêter sans
1731_Prevost_ManonLescaut1	. C'était malgré elle qu'on l'	envoyait	au couvent, pour arrêter sans doute son penchant au plaisir,
1731_Prevost_ManonLescaut1	doute son penchant au plaisir, qui s'	était	déjà déclaré et qui a causé, dans la suite, tous
1731_Prevost_ManonLescaut1	un moment de silence, qu'elle ne	prévoyait	que trop qu'elle allait être malheureuse, mais que c'était
1731_Prevost_ManonLescaut1	qu'elle ne prévoyait que trop qu'elle	allait	être malheureuse, mais que c'était apparemment la volonté du ciel
1731_Prevost_ManonLescaut1	elle allait être malheureuse, mais que c'	était	apparemment la volonté du ciel, puisqu'il ne lui laissait nul
1731_Prevost_ManonLescaut1	volonté du ciel, puisqu'il ne lui	laissait	nul moyen de l'éviter. La douceur de ses regards,
1731_Prevost_ManonLescaut1	, l'ascendant de ma destinée qui m'	entraînait	à ma perte, ne me permirent pas de balancer un moment
1731_Prevost_ManonLescaut1	. Je l'assurai que, si elle	voulait	faire quelque fond sur mon honneur et sur la tendresse infinie qu'
1731_Prevost_ManonLescaut1	et sur la tendresse infinie qu'elle m'	inspirait	déjà, j'emploierais ma vie pour la délivrer de la tyrannie
1731_Prevost_ManonLescaut1	, en y réfléchissant, d'où me	venait	alors tant de hardiesse et de facilité à m'exprimer ; mais
1731_Prevost_ManonLescaut1	divinité de l'amour, s'il n'	opérait	souvent des prodiges. J'ajoutai mille choses pressantes. Ma belle
1731_Prevost_ManonLescaut1	ajoutai mille choses pressantes. Ma belle inconnue	savait	bien qu'on n'est point trompeur à mon âge ; elle
1731_Prevost_ManonLescaut1	; elle me confessa que, si je	voyais	quelquejour à la pouvoir mettre en liberté, elle croirait m'être
1731_Prevost_ManonLescaut1	la vie. Je lui répétai que j'	étais	prêt à tout entreprendre, mais, n'ayant point assez d'
1731_Prevost_ManonLescaut1	moyens de la servir, je m'en	tenais	à cette assurance générale, qui ne pouvait être d'un grand
1731_Prevost_ManonLescaut1	tenais à cette assurance générale, qui ne	pouvait	être d'un grand secours pour elle et pour moi. Son
1731_Prevost_ManonLescaut1	Argus étant venu nous rejoindre, mes espérances	allaient	échouer si elle n'eût eu assez d'esprit pour suppléer à
1731_Prevost_ManonLescaut1	, elle me dît que, puisqu'elle	était	assez heureuse pour me rencontrer à Amiens, elle remettait au lendemain
1731_Prevost_ManonLescaut1	heureuse pour me rencontrer à Amiens, elle	remettait	au lendemain son entrée dans le couvent, afin de se procurer
1731_Prevost_ManonLescaut1	hôtellerie, dont le maître, qui s'	était	établi à Amiens, après avoir été longtemps cocher de mon père
1731_Prevost_ManonLescaut1	avoir été longtemps cocher de mon père,	était	dévoué entièrement à mes ordres. Je l'y conduisis moi -même
1731_Prevost_ManonLescaut1	moi -même, tandis que le vieux conducteur	paraissait	un peu murmurer et que mon ami Tiberge, qui ne comprenait
1731_Prevost_ManonLescaut1	et que mon ami Tiberge, qui ne	comprenait	rien à cette scène, me suivait sans prononcer une parole.
1731_Prevost_ManonLescaut1	ne comprenait rien à cette scène, me	suivait	sans prononcer une parole. Il n'avait point entendu notre entretien
1731_Prevost_ManonLescaut1	suivait sans prononcer une parole. Il n'	avait	point entendu notre entretien. Il était demeuré à se promener dans
1731_Prevost_ManonLescaut1	n'avait point entendu notre entretien. Il	était	demeuré à se promener dans la cour pendant que je parlais d'
1731_Prevost_ManonLescaut1	se promener dans la cour pendant que je	parlais	d'amour à ma belle maîtresse. Comme je redoutais sa sagesse
1731_Prevost_ManonLescaut1	amour à ma belle maîtresse. Comme je	redoutais	sa sagesse, je medéfis de lui par une commission dont je
1731_Prevost_ManonLescaut1	mon coeur. Je reconnus bientôt que j'	étais	moins enfant que je ne le croyais. Mon coeur s'ouvrit
1731_Prevost_ManonLescaut1	j'étais moins enfant que je ne le	croyais	. Mon coeur s'ouvrit à mille sentiments de plaisir dont je
1731_Prevost_ManonLescaut1	à mille sentiments de plaisir dont je n'	avais	jamais eu l'idée. Une douce chaleur se répandit dans toutes
1731_Prevost_ManonLescaut1	se répandit dans toutes mes veines. J'	étais	dans une espèce de transport, qui m'ôta pour quelque temps
1731_Prevost_ManonLescaut1	liberté de la voix et qui ne s'	exprimait	que par mes yeux. Mademoiselle Manon Lescaut, (c'est
1731_Prevost_ManonLescaut1	ainsi qu'elle me dit qu'on la	nommait	), parut fort satisfaite de cet effet de ses charmes.
1731_Prevost_ManonLescaut1	charmes. Je crus apercevoir qu'elle n'	était	pas moins émue que moi. Elle me confessa qu'elle me
1731_Prevost_ManonLescaut1	moi. Elle me confessa qu'elle me	trouvait	aimable et qu'elle serait ravie de m'avoir obligation de sa
1731_Prevost_ManonLescaut1	sa liberté. Elle voulut savoir qui j'	étais	, et cette connaissance augmenta son affection, parce qu'étant d'
1731_Prevost_ManonLescaut1	voie que celle de la fuite. Il	fallait	tromper la vigilance du conducteur qui était un homme à ménager,
1731_Prevost_ManonLescaut1	Il fallait tromper la vigilance du conducteur qui	était	un homme à ménager, quoiqu'il ne fût qu'un domestique
1731_Prevost_ManonLescaut1	où nous nousferions marier en arrivant. J'	avais	environ cinquante écus, qui étaient le fruit de mes petites épargnes
1731_Prevost_ManonLescaut1	. J'avais environ cinquante écus, qui	étaient	le fruit de mes petites épargnes ; elle en avait à peu
1731_Prevost_ManonLescaut1	fruit de mes petites épargnes ; elle en	avait	à peu près le double. Nous nous imaginâmes, comme des
1731_Prevost_ManonLescaut1	avec plus de satisfaction que je n'en	avais	jamais ressenti, je me retirai pour exécuter notre projet. Mes
1731_Prevost_ManonLescaut1	lendemain chez mon père, mon petit équipage	était	déjà préparé. Je n'eus donc nulle peine à faire transporter
1731_Prevost_ManonLescaut1	prête pour cinq heures du matin, qui	étaient	le temps où les portes de la ville devaient être ouvertes ;
1731_Prevost_ManonLescaut1	le temps où les portes de la ville	devaient	être ouvertes ; mais je trouvai un obstacle dont je ne me
1731_Prevost_ManonLescaut1	je trouvai un obstacle dont je ne me	défiais	point et qui faillit de rompre entièrement mon dessein. Tiberge,
1731_Prevost_ManonLescaut1	seulement de trois ans plus que moi,	était	un garçon d'un sens mûr et d'une conduite fort réglée
1731_Prevost_ManonLescaut1	d'une conduite fort réglée. Il m'	aimait	avec une tendresse extraordinaire. La vue d'une aussi jolie fille
1731_Prevost_ManonLescaut1	à la conduire et le soin que j'	avais	eu de me défaire de lui en l'éloignant lui firent naître
1731_Prevost_ManonLescaut1	quelques soupçons de mon amour. Il n'	avait	osé revenir à l'auberge, où il m'avait laissé,
1731_Prevost_ManonLescaut1	revenir à l'auberge, où il m'	avait	laissé, de peur de m'offenser par son retour ; mais
1731_Prevost_ManonLescaut1	m'offenser par son retour ; mais il	était	allé m'attendre à mon logis, où je le trouvai en
1731_Prevost_ManonLescaut1	aperçut facilement de la contrainte qu'elle me	causait	. - je suis sûr, me dit -il sans déguisement,
1731_Prevost_ManonLescaut1	Je lui répondis assez brusquement que je n'	étais	pas obligé de lui rendre compte de tous mes desseins. -
1731_Prevost_ManonLescaut1	surtout de l'indiscrétion avec laquelle je lui	avais	découvert le dessein de ma fuite. Il me dit qu'il
1731_Prevost_ManonLescaut1	ma fuite. Il me dit qu'il	était	trop parfaitement mon ami pour ne pas s'y opposer de tout
1731_Prevost_ManonLescaut1	opposer de tout son pouvoir ; qu'il	voulait	me représenter d'abord tout ce qu'il croyait capable de m'
1731_Prevost_ManonLescaut1	me représenter d'abord tout ce qu'il	croyait	capable de m'en détourner, mais que, si je ne
1731_Prevost_ManonLescaut1	détourner, mais que, si je ne	renonçais	pas ensuite à cette misérable résolution, il avertirait des personnes qui
1731_Prevost_ManonLescaut1	de me dénoncer, si je ne lui	donnais	ma parole de me conduire avec plus de sagesse et de raison
1731_Prevost_ManonLescaut1	plus de sagesse et de raison. J'	étais	au désespoir de m'être trahi si mal à propos. Cependant
1731_Prevost_ManonLescaut1	, je fis attention que je ne lui	avais	pas découvert que mon dessein devait s'exécuter le lendemain, et
1731_Prevost_ManonLescaut1	ne lui avais pas découvert que mon dessein	devait	s'exécuter le lendemain, et je résolus de le tromper à
